gene,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT4G36470,NA,NA,60.34255784037704,0.17009343916718667,0.3976393876154107,0.20730350681171167,0.8292090863161993
AT4G40040,H3.3,NA,4209.417932183305,-0.25039125897338343,0.37061096931430304,0.20669756949589707,0.8292090863161993
AT5G02610,NA,NA,653.9322363889572,0.2318092220568264,0.3936558042467625,0.2062927313158744,0.8292090863161993
AT5G04360,ATLDA,"Encodes an enzyme thought to be involved in the hydrolysis of the &#945;-1,6 linkages during starch degradation in seed endosperm. However, a knockout mutant of Arabidopsis lacking limit dextrinase has normal rates of starch degradation in the leaf at night, indicating that more than one isoamylases might be involved in this process.",231.8277278842998,-0.24190524181998457,0.3809400209859984,0.2078050971951391,0.8292090863161993
AT5G12300,NA,NA,47.51849312912174,0.19725557693479975,0.3996182329857897,0.20760148603149117,0.8292090863161993
AT5G13420,TRA2,NA,970.0034113876025,0.24243446861389617,0.3849858452444442,0.20751941545301456,0.8292090863161993
AT5G14110,NA,NA,6.621336954311274,-0.10520981727373462,0.3841140641982563,0.207577715806787,0.8292090863161993
AT5G20165,NA,NA,127.46901730442154,-0.21778061927867995,0.3953406668674284,0.20756021173447897,0.8292090863161993
AT5G20940,NA,NA,75.45851702703494,-0.12376429992384412,0.3881015828885668,0.20704765390449228,0.8292090863161993
AT5G44390,AtBBE25,NA,34.787904898323674,0.15257600326040976,0.39447732023305726,0.20760611504299695,0.8292090863161993
AT5G46590,anac096,NA,26.54000210245101,-0.18268241058426532,0.3979135271044368,0.20759599852738503,0.8292090863161993
AT5G50180,NA,NA,321.80183057021003,-0.21667728863795505,0.3965281496843713,0.20601063494680655,0.8292090863161993
AT5G50780,AtMORC4,NA,204.40935789650592,-0.22053538707797257,0.3953028177570026,0.2061587196221425,0.8292090863161993
AT5G57340,NA,NA,325.0878913417152,-0.222936139064174,0.3944653538183377,0.20619756520052507,0.8292090863161993
AT5G66570,MSP-1,Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO1 is the major isoform in the wild-type.,58846.78455598321,0.25672042820032204,0.36787772118392,0.20647992480029623,0.8292090863161993
AT1G12780,ATUGE1,Encodes a UDP-glucose epimerase that catalyzes the interconversion of the sugar nucleotides UDP-glucose UDP-galactose via a UDP-4-keto-hexose intermediate. Responsive to stress.,2559.310701515983,-0.1804773489025587,0.3976165012774168,0.20816874551530337,0.8292263646852245
AT1G15215,DTF1,NA,79.44247395979471,-0.22645353148774092,0.3918687977413997,0.20837640068600935,0.8292263646852245
AT1G16930,NA,NA,28.01123969100634,-0.17167907259841156,0.3967746000554243,0.20818427606510875,0.8292263646852245
AT1G18740,B1L,NA,444.3959918434952,0.2017314774852094,0.399577611498776,0.20838252375362964,0.8292263646852245
AT1G69850,AIT1,Encodes an inducible component of low-affinity nitrate uptake. mRNA found primarily in root hairs and the epidermis of roots.,518.067490844715,-0.23377756485538553,0.3875395760035792,0.2083343385268153,0.8292263646852245
AT2G23755,NA,NA,36.99751077242456,-0.19393337691199647,0.3981315882934451,0.2081413823266776,0.8292263646852245
AT2G41200,NA,NA,86.27323708253253,-0.22529874236109876,0.3923560165633623,0.2083320484451152,0.8292263646852245
AT4G14970,AtFANCD2,NA,16.19936518199914,0.1582045805946081,0.3951954606873612,0.20821188411613503,0.8292263646852245
AT5G47900,NA,NA,73.63712436373572,0.20767677533578985,0.39872195618924217,0.2082260878687629,0.8292263646852245
AT5G38980,NA,NA,606.055495807793,0.19657662895264036,0.39954784690703066,0.2085469030658879,0.8297172853345091
AT3G21190,AtMSR1,NA,103.990809953167,0.2122322157586136,0.39823953193194495,0.20863275419619845,0.829895644935763
AT3G51680,AtSDR2,NA,9.546555396545267,-0.09581696104042169,0.3823552187692832,0.208740750977896,0.8300008348633586
AT4G21910,NA,NA,616.7523782490779,-0.17957997654313035,0.3973074216830674,0.20874125094087137,0.8300008348633586
AT5G63940,NA,NA,222.580085130813,0.2390554001802767,0.38575380637768153,0.2088468084037355,0.83025737489015
AT1G26540,NA,NA,15.931201090461906,0.1506543736710834,0.3937184659235885,0.20889104115639445,0.8302700694764276
AT3G09890,NA,NA,131.7538048810688,0.2375336782842942,0.3870845140206523,0.2090419826818631,0.8305436668571824
AT4G21320,HSA32,Encodes heat-stress-associated 32-kD protein. Up-regulated by heat shock. Thermotolerance in a knockout mutant was compromised following a long recovery period (> 24 h) after acclimation heat shock treatment.,58.04212167520288,-0.17236613233004036,0.39652932985607386,0.20900883603035625,0.8305436668571824
AT4G31450,CTL09,NA,314.73268115678627,-0.2312693328011775,0.3884438997493796,0.20911686758493953,0.8306780577480682
AT2G46240,ATBAG6,"A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Expression of BAG6 in leaves was strongly induced by heat stress. Knockout mutants exhibited enhanced susceptibility to fungal pathogen Botrytis cinerea. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development.",165.20582560314145,-0.1664583725517472,0.3956857786365692,0.2092619003572008,0.8309278716636956
AT4G34260,AXY8,NA,574.7134862171488,0.23879882624916268,0.387568243949754,0.20925238093229936,0.8309278716636956
AT1G77470,EMB2810,"Encodes a protein with high homology to the Replication Factor C, Subunit 3 (RFC3) of yeast and other eukaryotes. rfc3 mutants are hypersensitive to salicylic acid and exhibit enhanced induction of PR genes and resistance against virulent oomycete Hyaloperonospora arabidopsidis Noco2. The enhanced pathogen resistance in the mutant is NPR1-independent.",133.91545690825131,0.2390847232545545,0.3856717881890522,0.2094082793276653,0.8313459378096538
AT1G17600,SOC3,NA,28.36013794215915,0.1640885970742204,0.3958743290108459,0.20981630037004215,0.8316975431073732
AT4G00620,EMB3127,NA,156.35258040439632,0.2170178597069184,0.3963894400035365,0.2097688522080033,0.8316975431073732
AT4G01550,ANAC069,NA,188.0541840942472,0.1806305634696043,0.398276195228891,0.2096749351920006,0.8316975431073732
AT4G12250,GAE5,UDP-D-glucuronate 4-epimerase,116.9428226011587,-0.21702393449052257,0.3944894499180406,0.2097462630081448,0.8316975431073732
AT4G39950,CYP79B2,"Belongs to cytochrome P450 and is involved in tryptophan metabolism. Converts Trp to indo-3-acetaldoxime (IAOx), a precursor to IAA and indole glucosinolates.",1242.9261796851783,-0.18710219199714673,0.39745836039576793,0.20954494965229345,0.8316975431073732
AT5G27250,NA,NA,19.72451935078051,0.16409904155368424,0.3957979737721402,0.20982572586723508,0.8316975431073732
AT5G50200,ATNRT3.1,Wound-responsive gene 3 (WR3).  Encodes a high-affinity nitrate transporter. Up-regulated by nitrate. Involved in jasmonic acid-independent wound signal transduction.,246.80330064828385,-0.2220643533552888,0.3932611288469467,0.20962155775234195,0.8316975431073732
AT5G57790,AOG1,NA,31.01296130362562,-0.1865097686880875,0.3977448692736631,0.2096042601844443,0.8316975431073732
AT1G47750,PEX11A,"member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation.",108.0659693369605,-0.2127654685863455,0.3955725001222748,0.21006684171237072,0.8317313115693803
AT1G66970,GDPDL1,NA,1230.2944708592954,0.1910917548405068,0.3993870715126791,0.2099120941736678,0.8317313115693803
AT1G80110,ATPP2-B11,NA,563.3812173572236,0.10988452345296544,0.3856471854191439,0.21011840550776892,0.8317313115693803
AT2G41720,EMB2654,NA,236.25923107263785,0.21231738575467607,0.39788319037646785,0.20994089490451448,0.8317313115693803
AT4G35870,GFS10,NA,109.42397993039192,-0.23201688034311413,0.3873829668449828,0.21004008184822429,0.8317313115693803
AT5G12330,LRP1,"A member of SHI gene family. Arabidopsis thaliana has ten members that encode proteins with a RING finger-like zinc finger motif. Despite being highly divergent in sequence, many of the SHI-related genes are partially redundant in function and synergistically promote gynoecium, stamen and leaf development in Arabidopsis. Expressed in lateral root primordia and induced by auxin.  SWP1 is involved in the repression of LRP1 via histone deacetylation.",101.97687258718943,-0.19880628507087844,0.3975691417491132,0.2099773272138248,0.8317313115693803
